Date,District_Name,Today_Positive,Total_Positive,Today_Discharge,Total_Discharge,Total_Active_Cases,Today_Deaths,Total_Deaths,Total_Population
18-04-2021,Chikkaballapura,15.14,12.26,4.06,11.32,0.83,0,9.72,"12,55,104"
19-04-2021,Chikkaballapura,13.94,12.39,7.01,11.39,0.9,0.16,9.88,"12,55,104"
20-04-2021,Chikkaballapura,17.29,12.57,6.85,11.46,1.01,0.08,9.96,"12,55,104"
21-04-2021,Chikkaballapura,17.61,12.74,4.54,11.51,1.14,0.08,10.04,"12,55,104"
22-04-2021,Chikkaballapura,26.21,13.01,6.29,11.57,1.33,0.16,10.2,"12,55,104"
23-04-2021,Chikkaballapura,37.53,13.38,11.47,11.69,1.59,0.16,10.36,"12,55,104"
24-04-2021,Chikkaballapura,40.32,13.78,11.39,11.8,1.88,0.08,10.44,"12,55,104"
25-04-2021,Chikkaballapura,34.58,14.13,9,11.89,2.14,0,10.44,"12,55,104"
26-04-2021,Chikkaballapura,35.38,14.48,13.23,12.02,2.36,0,10.44,"12,55,104"
27-04-2021,Chikkaballapura,43.34,14.92,10.2,12.12,2.69,0.08,10.52,"12,55,104"
28-04-2021,Chikkaballapura,54.42,15.46,19.68,12.32,3.03,0.08,10.6,"12,55,104"
29-04-2021,Chikkaballapura,43.42,15.9,24.22,12.56,3.22,0.24,10.84,"12,55,104"
30-04-2021,Chikkaballapura,46.13,16.36,24.94,12.81,3.43,0.16,11,"12,55,104"
01-05-2021,Chikkaballapura,65.33,17.01,25.5,13.07,3.83,0.08,11.07,"12,55,104"
02-05-2021,Chikkaballapura,35.53,17.37,39.36,13.46,3.79,0.24,11.31,"12,55,104"
03-05-2021,Chikkaballapura,70.59,18.07,36.25,13.82,4.13,0.4,11.71,"12,55,104"
04-05-2021,Chikkaballapura,50.91,18.58,25.26,14.08,4.39,0.24,11.95,"12,55,104"
05-05-2021,Chikkaballapura,66.13,19.24,33.3,14.41,4.71,0.4,12.35,"12,55,104"
06-05-2021,Chikkaballapura,48.52,19.73,28.76,14.7,4.9,0.24,12.59,"12,55,104"
07-05-2021,Chikkaballapura,58.48,20.31,34.66,15.04,5.14,0.56,13.15,"12,55,104"
08-05-2021,Chikkaballapura,56.65,20.88,32.99,15.37,5.37,0.48,13.62,"12,55,104"
09-05-2021,Chikkaballapura,52.35,21.4,35.93,15.73,5.53,0.32,13.94,"12,55,104"
10-05-2021,Chikkaballapura,47.73,21.88,40.24,16.13,5.6,0.4,14.34,"12,55,104"
11-05-2021,Chikkaballapura,48.52,22.36,48.36,16.62,5.6,0.48,14.82,"12,55,104"
12-05-2021,Chikkaballapura,44.14,22.81,48.12,17.1,5.55,0.48,15.3,"12,55,104"
13-05-2021,Chikkaballapura,28.2,23.09,39.44,17.49,5.44,0.48,15.78,"12,55,104"
14-05-2021,Chikkaballapura,53.86,23.63,43.58,17.93,5.53,0.4,16.17,"12,55,104"
15-05-2021,Chikkaballapura,47.41,24.1,58.88,18.52,5.42,0.4,16.57,"12,55,104"
16-05-2021,Chikkaballapura,44.46,24.55,73.54,19.25,5.12,0.48,17.05,"12,55,104"
17-05-2021,Chikkaballapura,63.66,25.18,90.91,20.16,4.84,0.48,17.53,"12,55,104"
18-05-2021,Chikkaballapura,27.01,25.45,88.04,21.04,4.23,0.4,17.93,"12,55,104"
19-05-2021,Chikkaballapura,44.22,25.89,47.01,21.51,4.19,0.72,18.64,"12,55,104"
20-05-2021,Chikkaballapura,38.8,26.28,44.38,21.96,4.13,0.4,19.04,"12,55,104"
21-05-2021,Chikkaballapura,67.33,26.96,44.94,22.41,4.35,0.48,19.52,"12,55,104"
22-05-2021,Chikkaballapura,57.37,27.53,81.43,23.22,4.11,0.72,20.24,"12,55,104"
23-05-2021,Chikkaballapura,48.84,28.02,32.43,23.54,4.26,0.56,20.8,"12,55,104"
24-05-2021,Chikkaballapura,48.2,28.5,48.52,24.03,4.26,0.48,21.27,"12,55,104"
25-05-2021,Chikkaballapura,14.02,28.64,41.99,24.45,3.97,0.16,21.43,"12,55,104"
26-05-2021,Chikkaballapura,24.94,28.89,35.53,24.81,3.87,0.32,21.75,"12,55,104"
27-05-2021,Chikkaballapura,18.96,29.08,58.8,25.39,3.46,0.88,22.63,"12,55,104"
28-05-2021,Chikkaballapura,26.85,29.35,49.96,25.89,3.22,0.64,23.27,"12,55,104"
29-05-2021,Chikkaballapura,34.58,29.69,38.72,26.28,3.18,0.48,23.74,"12,55,104"
30-05-2021,Chikkaballapura,28.36,29.98,29.8,26.58,3.16,0.08,23.82,"12,55,104"
31-05-2021,Chikkaballapura,33.06,30.31,32.67,26.9,3.16,0.4,24.22,"12,55,104"
01-06-2021,Chikkaballapura,12.11,30.43,35.69,27.26,2.92,0.4,24.62,"12,55,104"
02-06-2021,Chikkaballapura,28.68,30.72,27.17,27.53,2.93,0.64,25.26,"12,55,104"
03-06-2021,Chikkaballapura,38.72,31.1,30.75,27.84,3.01,0.32,25.58,"12,55,104"
04-06-2021,Chikkaballapura,31.87,31.42,39.68,28.24,2.92,0.32,25.89,"12,55,104"
05-06-2021,Chikkaballapura,34.42,31.77,25.02,28.49,3.01,0.32,26.21,"12,55,104"
06-06-2021,Chikkaballapura,27.73,32.04,32.43,28.81,2.97,0.08,26.29,"12,55,104"
07-06-2021,Chikkaballapura,22.47,32.27,34.42,29.16,2.85,0.16,26.45,"12,55,104"
08-06-2021,Chikkaballapura,13.78,32.41,20.64,29.36,2.77,0.4,26.85,"12,55,104"
09-06-2021,Chikkaballapura,21.35,32.62,30.99,29.67,2.68,0.08,26.93,"12,55,104"
10-06-2021,Chikkaballapura,22.31,32.84,20.8,29.88,2.69,0.48,27.41,"12,55,104"
11-06-2021,Chikkaballapura,13.39,32.98,18.96,30.07,2.63,0.16,27.57,"12,55,104"
12-06-2021,Chikkaballapura,21.75,33.19,35.3,30.42,2.49,0.4,27.97,"12,55,104"
13-06-2021,Chikkaballapura,11.23,33.31,22.63,30.65,2.38,0,27.97,"12,55,104"
14-06-2021,Chikkaballapura,12.75,33.43,12.91,30.78,2.37,0.16,28.13,"12,55,104"
15-06-2021,Chikkaballapura,5.18,33.48,75.29,31.53,1.67,0.24,28.36,"12,55,104"
16-06-2021,Chikkaballapura,11.55,33.6,43.34,31.96,1.35,0.32,28.68,"12,55,104"
17-06-2021,Chikkaballapura,9.48,33.7,13.7,32.1,1.3,0.32,29,"12,55,104"
18-06-2021,Chikkaballapura,8.29,33.78,10.12,32.2,1.28,0.4,29.4,"12,55,104"
19-06-2021,Chikkaballapura,8.37,33.86,29.72,32.5,1.07,0.16,29.56,"12,55,104"
20-06-2021,Chikkaballapura,9.8,33.96,14.02,32.64,1.02,0.08,29.64,"12,55,104"
21-06-2021,Chikkaballapura,10.2,34.06,5.82,32.7,1.07,0.08,29.72,"12,55,104"
22-06-2021,Chikkaballapura,3.03,34.09,19.44,32.89,0.9,0.24,29.96,"12,55,104"
01-07-2020,Chikkamagaluru,0.09,0.07,0.44,0.04,0.03,0.09,0,"11,37,961"
02-07-2020,Chikkamagaluru,0.09,0.07,0.18,0.04,0.03,0.09,0,"11,37,961"
03-07-2020,Chikkamagaluru,0,0.07,0,0.04,0.03,0.09,0,"11,37,961"
04-07-2020,Chikkamagaluru,0.26,0.07,0.53,0.04,0.03,0.09,0,"11,37,961"
05-07-2020,Chikkamagaluru,0.79,0.08,0.18,0.04,0.04,0.09,0,"11,37,961"
06-07-2020,Chikkamagaluru,0.18,0.08,0.09,0.05,0.04,0.09,0,"11,37,961"
07-07-2020,Chikkamagaluru,0.53,0.09,0,0.05,0.04,0.09,0,"11,37,961"
08-07-2020,Chikkamagaluru,2.02,0.11,1.67,0.06,0.05,0.18,0,"11,37,961"
10-07-2020,Chikkamagaluru,0.09,0.12,1.14,0.07,0.04,0.26,0,"11,37,961"
11-07-2020,Chikkamagaluru,0.26,0.12,0.18,0.08,0.04,0.26,0,"11,37,961"
12-07-2020,Chikkamagaluru,0.88,0.13,0.18,0.08,0.05,0,0.26,"11,37,961"
13-07-2020,Chikkamagaluru,0.88,0.14,0.79,0.09,0.05,0,0.26,"11,37,961"
14-07-2020,Chikkamagaluru,0.26,0.14,0,0.09,0.05,0.26,0.53,"11,37,961"
15-07-2020,Chikkamagaluru,1.14,0.15,0.7,0.09,0.05,0.09,0.62,"11,37,961"
16-07-2020,Chikkamagaluru,2.64,0.18,1.93,0.11,0.06,0,0.62,"11,37,961"
17-07-2020,Chikkamagaluru,2.46,0.2,0.44,0.12,0.08,0,0.62,"11,37,961"
19-07-2020,Chikkamagaluru,3.6,0.26,0.53,0.12,0.13,0.09,0.7,"11,37,961"
20-07-2020,Chikkamagaluru,3.78,0.3,1.58,0.14,0.15,0.09,0.79,"11,37,961"
21-07-2020,Chikkamagaluru,5.98,0.36,0.97,0.15,0.2,0.09,0.88,"11,37,961"
22-07-2020,Chikkamagaluru,7.21,0.43,4.39,0.19,0.22,0.18,1.05,"11,37,961"
23-07-2020,Chikkamagaluru,5.45,0.48,4.66,0.24,0.23,0.18,1.23,"11,37,961"
24-07-2020,Chikkamagaluru,2.46,0.51,3.69,0.28,0.22,0.26,1.49,"11,37,961"
25-07-2020,Chikkamagaluru,3.69,0.54,4.83,0.32,0.2,0,1.49,"11,37,961"
26-07-2020,Chikkamagaluru,5.36,0.6,0.44,0.33,0.25,0.09,1.58,"11,37,961"
27-07-2020,Chikkamagaluru,2.28,0.62,0.26,0.33,0.27,0.09,1.67,"11,37,961"
28-07-2020,Chikkamagaluru,4.83,0.67,0.88,0.34,0.31,0.09,1.76,"11,37,961"
29-07-2020,Chikkamagaluru,2.9,0.7,0.79,0.35,0.33,0,1.76,"11,37,961"
30-07-2020,Chikkamagaluru,11.07,0.81,2.64,0.37,0.41,0.09,1.85,"11,37,961"
31-07-2020,Chikkamagaluru,6.5,0.87,0.44,0.38,0.48,0,1.85,"11,37,961"
01-08-2020,Chikkamagaluru,5.01,0.92,0.09,0.38,0.53,0,1.85,"11,37,961"
02-08-2020,Chikkamagaluru,3.52,0.96,0.97,0.39,0.55,0.09,1.93,"11,37,961"
03-08-2020,Chikkamagaluru,4.04,1,4.66,0.43,0.55,0,1.93,"11,37,961"
04-08-2020,Chikkamagaluru,5.54,1.05,2.02,0.45,0.58,0.18,2.11,"11,37,961"
05-08-2020,Chikkamagaluru,4.22,1.1,1.67,0.47,0.6,0.09,2.2,"11,37,961"
06-08-2020,Chikkamagaluru,5.18,1.15,2.64,0.5,0.63,0,2.2,"11,37,961"
07-08-2020,Chikkamagaluru,5.71,1.2,1.85,0.51,0.67,0.18,2.37,"11,37,961"
08-08-2020,Chikkamagaluru,7.82,1.28,3.08,0.55,0.71,0.18,2.55,"11,37,961"
09-08-2020,Chikkamagaluru,9.93,1.38,1.76,0.56,0.79,0.18,2.72,"11,37,961"
10-08-2020,Chikkamagaluru,3.95,1.42,1.76,0.58,0.81,0,2.72,"11,37,961"
11-08-2020,Chikkamagaluru,8.17,1.5,4.31,0.62,0.85,0.26,2.99,"11,37,961"
12-08-2020,Chikkamagaluru,9.84,1.6,18.98,0.81,0.76,0.18,3.16,"11,37,961"
13-08-2020,Chikkamagaluru,9.75,1.7,26.36,1.08,0.59,0.18,3.34,"11,37,961"
14-08-2020,Chikkamagaluru,9.14,1.79,0.79,1.09,0.67,0.09,3.43,"11,37,961"
15-08-2020,Chikkamagaluru,6.94,1.86,2.02,1.11,0.72,0.35,3.78,"11,37,961"
16-08-2020,Chikkamagaluru,6.06,1.92,3.25,1.14,0.74,0.35,4.13,"11,37,961"
17-08-2020,Chikkamagaluru,8.08,2,10.37,1.24,0.72,0.18,4.31,"11,37,961"
18-08-2020,Chikkamagaluru,12.74,2.13,11.95,1.36,0.72,0,4.31,"11,37,961"
19-08-2020,Chikkamagaluru,8.79,2.22,4.39,1.41,0.77,0.09,4.39,"11,37,961"
20-08-2020,Chikkamagaluru,10.9,2.33,5.45,1.46,0.82,0.26,4.66,"11,37,961"
21-08-2020,Chikkamagaluru,8.96,2.42,7.03,1.53,0.84,0.18,4.83,"11,37,961"
22-08-2020,Chikkamagaluru,6.24,2.48,4.48,1.57,0.85,0.09,4.92,"11,37,961"
23-08-2020,Chikkamagaluru,11.07,2.59,3.69,1.61,0.93,0,4.92,"11,37,961"
24-08-2020,Chikkamagaluru,10.81,2.7,9.23,1.7,0.94,0.26,5.18,"11,37,961"
25-08-2020,Chikkamagaluru,7.73,2.77,9.49,1.8,0.92,0.09,5.27,"11,37,961"
26-08-2020,Chikkamagaluru,8.52,2.86,12.74,1.93,0.88,0.09,5.36,"11,37,961"
27-08-2020,Chikkamagaluru,20.12,3.06,5.71,1.98,1.02,0,5.36,"11,37,961"
28-08-2020,Chikkamagaluru,11.95,3.18,9.93,2.08,1.04,0.35,5.71,"11,37,961"
29-08-2020,Chikkamagaluru,11.34,3.29,19.51,2.28,0.96,0.26,5.98,"11,37,961"
30-08-2020,Chikkamagaluru,18.19,3.48,8.52,2.36,1.05,0.18,6.15,"11,37,961"
31-08-2020,Chikkamagaluru,8.79,3.56,6.59,2.43,1.07,0.18,6.33,"11,37,961"
01-09-2020,Chikkamagaluru,18.45,3.75,5.89,2.49,1.2,0.18,6.5,"11,37,961"
02-09-2020,Chikkamagaluru,10.28,3.85,9.23,2.58,1.2,0.35,6.85,"11,37,961"
03-09-2020,Chikkamagaluru,10.81,3.96,11.42,2.69,1.2,0.09,6.94,"11,37,961"
04-09-2020,Chikkamagaluru,19.6,4.15,10.37,2.8,1.29,0.18,7.12,"11,37,961"
06-09-2020,Chikkamagaluru,21,4.57,18.37,3.08,1.41,0.18,7.65,"11,37,961"
07-09-2020,Chikkamagaluru,8.88,4.66,7.82,3.16,1.42,0.18,7.82,"11,37,961"
08-09-2020,Chikkamagaluru,14.24,4.81,9.23,3.25,1.47,0.18,8,"11,37,961"
09-09-2020,Chikkamagaluru,6.41,4.87,10.81,3.36,1.43,0.18,8.17,"11,37,961"
10-09-2020,Chikkamagaluru,9.75,4.97,8.17,3.49,1.4,0.18,8.35,"11,37,961"
11-09-2020,Chikkamagaluru,7.82,5.04,14.94,3.63,1.33,0.18,8.52,"11,37,961"
12-09-2020,Chikkamagaluru,13.97,5.18,18.89,3.82,1.28,0.09,8.61,"11,37,961"
13-09-2020,Chikkamagaluru,15.03,5.33,9.05,3.91,1.33,0,8.61,"11,37,961"
14-09-2020,Chikkamagaluru,17.58,5.51,19.6,4.11,1.31,0.26,8.88,"11,37,961"
15-09-2020,Chikkamagaluru,23.02,5.74,0,4.11,1.54,0.26,9.14,"11,37,961"
16-09-2020,Chikkamagaluru,15.03,5.89,0,4.11,1.69,0,9.05,"11,37,961"
17-09-2020,Chikkamagaluru,9.84,5.99,0,4.11,1.79,0,9.05,"11,37,961"
18-09-2020,Chikkamagaluru,9.58,6.09,56.5,4.68,1.32,0.26,9.31,"11,37,961"
19-09-2020,Chikkamagaluru,14.5,6.23,12.74,4.8,1.33,0.09,9.4,"11,37,961"
20-09-2020,Chikkamagaluru,11.34,6.34,11.42,4.92,1.33,0,9.4,"11,37,961"
21-09-2020,Chikkamagaluru,5.98,6.4,20.74,5.12,1.18,0.26,9.67,"11,37,961"
22-09-2020,Chikkamagaluru,6.77,6.47,7.47,5.2,1.18,0,9.67,"11,37,961"
23-09-2020,Chikkamagaluru,22.14,6.69,14.24,5.34,1.25,0,9.67,"11,37,961"
24-09-2020,Chikkamagaluru,16.35,6.86,7.73,5.42,1.34,0.18,9.84,"11,37,961"
25-09-2020,Chikkamagaluru,7.65,6.93,24.52,5.66,1.17,0.26,10.11,"11,37,961"
26-09-2020,Chikkamagaluru,9.58,7.03,10.72,5.77,1.16,0.09,10.19,"11,37,961"
27-09-2020,Chikkamagaluru,18.1,7.21,6.94,5.84,1.27,0.09,10.28,"11,37,961"
28-09-2020,Chikkamagaluru,19.24,7.4,8.96,5.93,1.37,0.09,10.37,"11,37,961"
29-09-2020,Chikkamagaluru,15.55,7.56,11.95,6.05,1.4,0.09,10.46,"11,37,961"
30-09-2020,Chikkamagaluru,14.68,7.7,8.44,6.13,1.46,0.26,10.72,"11,37,961"
01-10-2020,Chikkamagaluru,16.17,7.87,6.85,6.2,1.56,0,10.72,"11,37,961"
02-10-2020,Chikkamagaluru,10.81,7.97,8,6.28,1.58,0.09,10.81,"11,37,961"
03-10-2020,Chikkamagaluru,15.38,8.13,16.61,6.45,1.57,0.09,10.9,"11,37,961"
04-10-2020,Chikkamagaluru,19.95,8.33,12.83,6.58,1.64,0,10.9,"11,37,961"
05-10-2020,Chikkamagaluru,9.49,8.42,8.7,6.66,1.65,0.09,10.98,"11,37,961"
06-10-2020,Chikkamagaluru,10.55,8.53,11.34,6.78,1.64,0,10.98,"11,37,961"
07-10-2020,Chikkamagaluru,16.35,8.69,42,7.2,1.38,0.09,11.07,"11,37,961"
08-10-2020,Chikkamagaluru,12.48,8.82,23.81,7.44,1.27,0.09,11.16,"11,37,961"
09-10-2020,Chikkamagaluru,11.34,8.93,14.68,7.58,1.23,0.09,11.25,"11,37,961"
10-10-2020,Chikkamagaluru,21.18,9.14,8.96,7.67,1.36,0,11.25,"11,37,961"
11-10-2020,Chikkamagaluru,16.35,9.3,16.26,7.83,1.36,0.26,11.51,"11,37,961"
12-10-2020,Chikkamagaluru,14.24,9.45,25.4,8.09,1.24,0.18,11.69,"11,37,961"
13-10-2020,Chikkamagaluru,20.3,9.65,17.31,8.26,1.27,0,11.69,"11,37,961"
14-10-2020,Chikkamagaluru,8.52,9.73,10.63,8.37,1.25,0.09,11.78,"11,37,961"
15-10-2020,Chikkamagaluru,8.08,9.82,30.58,8.67,1.02,0,11.78,"11,37,961"
16-10-2020,Chikkamagaluru,8.88,9.9,12.48,8.8,0.99,0,11.78,"11,37,961"
17-10-2020,Chikkamagaluru,11.34,10.02,15.64,8.95,0.95,0,11.78,"11,37,961"
18-10-2020,Chikkamagaluru,10.46,10.12,12.21,9.08,0.93,0,11.78,"11,37,961"
19-10-2020,Chikkamagaluru,6.06,10.18,10.46,9.18,0.88,0,11.78,"11,37,961"
20-10-2020,Chikkamagaluru,9.14,10.27,12.48,9.31,0.85,0,11.78,"11,37,961"
21-10-2020,Chikkamagaluru,6.41,10.34,15.64,9.46,0.76,0,11.78,"11,37,961"
22-10-2020,Chikkamagaluru,7.03,10.41,11.07,9.57,0.72,0.18,11.95,"11,37,961"
24-10-2020,Chikkamagaluru,7.47,10.57,8.61,9.76,0.7,0,11.95,"11,37,961"
25-10-2020,Chikkamagaluru,3.16,10.6,7.56,9.83,0.65,0,11.95,"11,37,961"
26-10-2020,Chikkamagaluru,3.78,10.64,6.85,9.9,0.62,0,11.95,"11,37,961"
27-10-2020,Chikkamagaluru,5.01,10.69,14.32,10.04,0.53,0,11.95,"11,37,961"
28-10-2020,Chikkamagaluru,4.92,10.74,10.98,10.15,0.47,0,11.95,"11,37,961"
29-10-2020,Chikkamagaluru,3.34,10.78,5.8,10.21,0.44,0,11.95,"11,37,961"
30-10-2020,Chikkamagaluru,5.98,10.84,6.77,10.28,0.44,0,11.95,"11,37,961"
31-10-2020,Chikkamagaluru,3.08,10.87,2.81,10.31,0.44,0,11.95,"11,37,961"
01-12-2020,Chikkamagaluru,1.67,11.62,1.93,11.33,0.16,0,12.13,"11,37,961"
02-12-2020,Chikkamagaluru,3.34,11.65,2.11,11.36,0.18,0,12.13,"11,37,961"
03-12-2020,Chikkamagaluru,0.97,11.66,1.49,11.37,0.17,0,12.13,"11,37,961"
04-12-2020,Chikkamagaluru,1.76,11.68,0.26,11.37,0.19,0,12.13,"11,37,961"
05-12-2020,Chikkamagaluru,3.69,11.72,5.98,11.43,0.16,0,12.13,"11,37,961"
06-12-2020,Chikkamagaluru,1.85,11.74,0.62,11.44,0.18,0,12.13,"11,37,961"
07-12-2020,Chikkamagaluru,2.02,11.76,2.72,11.47,0.17,0,12.13,"11,37,961"
08-12-2020,Chikkamagaluru,4.04,11.8,0.79,11.47,0.2,0,12.13,"11,37,961"
09-12-2020,Chikkamagaluru,1.05,11.81,1.58,11.49,0.2,0,12.13,"11,37,961"
10-12-2020,Chikkamagaluru,0.79,11.81,2.72,11.52,0.18,0,12.13,"11,37,961"
11-12-2020,Chikkamagaluru,2.2,11.84,0.7,11.52,0.19,0,12.13,"11,37,961"
12-12-2020,Chikkamagaluru,1.05,11.85,1.58,11.54,0.19,0,12.13,"11,37,961"
13-12-2020,Chikkamagaluru,1.23,11.86,3.08,11.57,0.17,0,12.13,"11,37,961"
14-12-2020,Chikkamagaluru,1.32,11.87,1.23,11.58,0.17,0,12.13,"11,37,961"
15-12-2020,Chikkamagaluru,1.58,11.89,1.32,11.6,0.17,0,12.13,"11,37,961"
16-12-2020,Chikkamagaluru,0.7,11.9,2.99,11.63,0.15,0.09,12.21,"11,37,961"
17-12-2020,Chikkamagaluru,0.7,11.9,0.88,11.63,0.15,0,12.21,"11,37,961"
18-12-2020,Chikkamagaluru,1.23,11.92,1.05,11.65,0.15,0,12.21,"11,37,961"
19-12-2020,Chikkamagaluru,1.23,11.93,1.93,11.66,0.14,0,12.21,"11,37,961"
20-12-2020,Chikkamagaluru,1.67,11.94,2.99,11.69,0.13,0,12.21,"11,37,961"
21-12-2020,Chikkamagaluru,0.35,11.95,1.76,11.71,0.11,0,12.21,"11,37,961"
22-12-2020,Chikkamagaluru,0.7,11.95,0.97,11.72,0.11,0,12.21,"11,37,961"
23-12-2020,Chikkamagaluru,0.62,11.96,0.79,11.73,0.11,0,12.21,"11,37,961"
24-12-2020,Chikkamagaluru,0.88,11.97,1.32,11.74,0.1,0,12.21,"11,37,961"
25-12-2020,Chikkamagaluru,0.88,11.98,1.41,11.76,0.1,0,12.21,"11,37,961"
26-12-2020,Chikkamagaluru,0.79,11.99,1.14,11.77,0.1,0,12.21,"11,37,961"
27-12-2020,Chikkamagaluru,0.79,11.99,0.53,11.77,0.1,0,12.21,"11,37,961"
28-12-2020,Chikkamagaluru,1.05,12,0.62,11.78,0.1,0,12.21,"11,37,961"
29-12-2020,Chikkamagaluru,0.53,12.01,0.26,11.78,0.11,0,12.21,"11,37,961"
30-12-2020,Chikkamagaluru,0.7,12.02,1.23,11.79,0.1,0,12.21,"11,37,961"
31-12-2020,Chikkamagaluru,0.79,12.03,0.35,11.8,0.1,0,12.21,"11,37,961"
01-01-2021,Chikkamagaluru,0.7,12.03,0.62,11.8,0.11,0,12.21,"11,37,961"
02-01-2021,Chikkamagaluru,0.97,12.04,0.53,11.81,0.11,0,12.21,"11,37,961"
03-01-2021,Chikkamagaluru,0.97,12.05,0.97,11.82,0.11,0,12.21,"11,37,961"
04-01-2021,Chikkamagaluru,0.62,12.06,0.88,11.83,0.11,0,12.21,"11,37,961"
05-01-2021,Chikkamagaluru,2.2,12.08,0.88,11.84,0.12,0,12.21,"11,37,961"
06-01-2021,Chikkamagaluru,0.44,12.08,0.62,11.84,0.12,0,12.21,"11,37,961"
07-01-2021,Chikkamagaluru,0.44,12.09,0.35,11.85,0.12,0,12.21,"11,37,961"
08-01-2021,Chikkamagaluru,1.23,12.1,0.53,11.85,0.13,0,12.21,"11,37,961"
09-01-2021,Chikkamagaluru,1.67,12.12,0.7,11.86,0.14,0,12.21,"11,37,961"
10-01-2021,Chikkamagaluru,1.14,12.13,0.53,11.86,0.14,0,12.21,"11,37,961"
11-01-2021,Chikkamagaluru,0.44,12.13,5.54,11.92,0.09,0,12.21,"11,37,961"
12-01-2021,Chikkamagaluru,0.88,12.14,1.58,11.94,0.08,0,12.21,"11,37,961"
13-01-2021,Chikkamagaluru,0.88,12.15,2.2,11.96,0.07,0,12.21,"11,37,961"
14-01-2021,Chikkamagaluru,1.05,12.16,0.44,11.96,0.08,0,12.21,"11,37,961"
15-01-2021,Chikkamagaluru,1.23,12.17,0.44,11.97,0.09,0,12.21,"11,37,961"
16-01-2021,Chikkamagaluru,0.97,12.18,1.23,11.98,0.08,0,12.21,"11,37,961"
17-01-2021,Chikkamagaluru,0.7,12.19,1.76,12,0.07,0,12.21,"11,37,961"
18-01-2021,Chikkamagaluru,0.62,12.2,1.05,12.01,0.07,0,12.21,"11,37,961"
19-01-2021,Chikkamagaluru,0.18,12.2,0.44,12.01,0.07,0,12.21,"11,37,961"
20-01-2021,Chikkamagaluru,0.09,12.2,0.97,12.02,0.06,0,12.21,"11,37,961"
21-01-2021,Chikkamagaluru,0.44,12.2,0.88,12.03,0.05,0,12.21,"11,37,961"
22-01-2021,Chikkamagaluru,0.79,12.21,1.14,12.04,0.05,0,12.21,"11,37,961"
23-01-2021,Chikkamagaluru,0.18,12.21,1.05,12.05,0.04,0,12.21,"11,37,961"
24-01-2021,Chikkamagaluru,0.35,12.22,0.97,12.06,0.03,0,12.21,"11,37,961"
25-01-2021,Chikkamagaluru,0.35,12.22,0.7,12.07,0.03,0,12.21,"11,37,961"
26-01-2021,Chikkamagaluru,0.44,12.22,0.62,12.07,0.03,0,12.21,"11,37,961"
27-01-2021,Chikkamagaluru,0.53,12.23,0.18,12.08,0.03,0,12.21,"11,37,961"
28-01-2021,Chikkamagaluru,0.18,12.23,0.09,12.08,0.03,0,12.21,"11,37,961"
29-01-2021,Chikkamagaluru,0.09,12.23,0.44,12.08,0.03,0,12.21,"11,37,961"
30-01-2021,Chikkamagaluru,0.88,12.24,0.79,12.09,0.03,0,12.21,"11,37,961"
31-01-2021,Chikkamagaluru,0.88,12.25,0.18,12.09,0.04,0,12.21,"11,37,961"
01-02-2021,Chikkamagaluru,0.7,12.26,0.35,12.09,0.04,0,12.21,"11,37,961"
02-02-2021,Chikkamagaluru,0.09,12.26,0.35,12.1,0.04,0,12.21,"11,37,961"
03-02-2021,Chikkamagaluru,0.09,12.26,0.44,12.1,0.03,0,12.21,"11,37,961"
04-02-2021,Chikkamagaluru,0.35,12.26,0.44,12.11,0.03,0,12.21,"11,37,961"
05-02-2021,Chikkamagaluru,0.7,12.27,1.14,12.12,0.03,0,12.21,"11,37,961"
06-02-2021,Chikkamagaluru,0.18,12.27,0.97,12.13,0.02,0,12.21,"11,37,961"
07-02-2021,Chikkamagaluru,0.26,12.27,0.62,12.13,0.02,0,12.21,"11,37,961"
08-02-2021,Chikkamagaluru,0.18,12.28,0.09,12.13,0.02,0,12.21,"11,37,961"
09-02-2021,Chikkamagaluru,0.26,12.28,0.09,12.14,0.02,0,12.21,"11,37,961"
10-02-2021,Chikkamagaluru,0.26,12.28,0.35,12.14,0.02,0,12.21,"11,37,961"
11-02-2021,Chikkamagaluru,0.09,12.28,0.35,12.14,0.02,0,12.21,"11,37,961"
12-02-2021,Chikkamagaluru,0.18,12.28,0.35,12.15,0.01,0,12.21,"11,37,961"
13-02-2021,Chikkamagaluru,0.35,12.29,0.18,12.15,0.02,0,12.21,"11,37,961"
14-02-2021,Chikkamagaluru,0.26,12.29,0.09,12.15,0.02,0,12.21,"11,37,961"
15-02-2021,Chikkamagaluru,0.44,12.29,0.18,12.15,0.02,0,12.21,"11,37,961"
16-02-2021,Chikkamagaluru,0.79,12.3,0.18,12.15,0.03,0,12.21,"11,37,961"
17-02-2021,Chikkamagaluru,0.18,12.3,0.26,12.16,0.03,0,12.21,"11,37,961"
18-02-2021,Chikkamagaluru,0,12.3,0.26,12.16,0.02,0,12.21,"11,37,961"
19-02-2021,Chikkamagaluru,0.26,12.31,0.09,12.16,0.03,0,12.21,"11,37,961"
20-02-2021,Chikkamagaluru,0.26,12.31,0.18,12.16,0.03,0,12.21,"11,37,961"
21-02-2021,Chikkamagaluru,0.35,12.31,0.26,12.16,0.03,0,12.21,"11,37,961"
22-02-2021,Chikkamagaluru,0.09,12.31,0.35,12.17,0.02,0,12.21,"11,37,961"
23-02-2021,Chikkamagaluru,0.18,12.32,0.26,12.17,0.02,0,12.21,"11,37,961"
